"Lon","Lat","Area_km2","Eastings","Northings","Depth_m","REP_AREA","STRATUM","LOG10_DEPTH_M","LOG10_DEPTH_M_CEN"
-145.65098,60.241622,13.719616,459505.846436862,1168235.78059339,55.2975807189941,"640",43,1.74270613124368,-1.36528380652417
-145.5844,60.2374529,13.719616,463209.588098842,1168235.74537046,42.67578125,"640",42,1.63018148033061,-1.77403488317566
-145.51783,60.2332509,13.719616,466913.712787714,1168235.76310269,33.3692016601562,"640",42,1.52334581652185,-2.16212044711438
-145.45128,60.229016,13.719616,470617.680166415,1168235.76360442,26.9400081634521,"640",42,1.43039772298837,-2.49975876010828
-145.38474,60.2247481,13.719616,474322.046277319,1168235.80623076,23.6511268615723,"640",42,1.37385183759408,-2.70516434321896
-145.31823,60.2204474,13.719616,478025.72042399,1168235.7699174,19.3607425689697,"640",42,1.2869220103805,-3.02094102129219
-145.25173,60.2161137,13.719616,481729.807566608,1168235.77494574,15.1856098175049,"640",42,1.18143223682456,-3.40413757570787
-145.18525,60.2117472,13.27293952,485433.764424167,1168235.77114493,13.2709655761719,"640",42,1.12290252264948,-3.61674950999106
-144.98591,60.1984505,13.719616,496546.025022072,1168235.80295237,19,"640",42,1.27875360095283,-3.05061315198533
-144.91951,60.1939527,13.719616,500249.533031598,1168235.74493578,25,"640",42,1.39794000867204,-2.61766293101475
-144.85311,60.189422,13.719616,503954.042590363,1168235.81439914,22,"640",42,1.34242268082221,-2.81933223056196
-144.78674,60.1848585,13.719616,507657.916834374,1168235.79561984,22,"640",42,1.34242268082221,-2.81933223056196
-144.72039,60.1802622,13.719616,511361.71028222,1168235.76311658,21,"640",42,1.32221929473392,-2.89272197892894
-144.65405,60.1756332,13.719616,515065.975879257,1168235.80472956,13,"640",42,1.11394335230684,-3.64929411682825
-143.06792,60.054743,12.37304513,603961.972868774,1168235.80728175,34.7670478820801,"640",42,1.54116781570618,-2.09738119846473
-143.00209,60.0492994,13.719616,607666.018085794,1168235.80840979,67.0783538818359,"640",43,1.82658239637879,-1.06059933604341
-142.93629,60.0438235,13.719616,611369.613108952,1168235.74330701,69.1346817016602,"640",43,1.83969596767878,-1.01296367270987
-142.8705,60.0383152,13.719616,615073.86148949,1168235.7841405,71.6481857299805,"640",43,1.85520519770009,-0.956625666612486
-142.80474,60.0327746,13.719616,618777.673190663,1168235.75691732,74.7351608276367,"640",43,1.87352497344546,-0.890078221237876
-142.739,60.0272016,13.719616,622481.604306652,1168235.74233994,74.8544006347656,"640",43,1.87421733728049,-0.887563177105712
-142.67328,60.0215963,13.719616,626185.659705216,1168235.75111858,52.8938446044922,"640",43,1.7234051349871,-1.43539558146687
-142.60758,60.0159587,13.719616,629889.84611426,1168235.7829526,64.5751266479492,"640",43,1.81006526660612,-1.1205985853011
-142.54191,60.0102888,13.719616,633593.62278794,1168235.74215257,65.2975158691406,"640",43,1.81489665960822,-1.10304832342241
-142.47626,60.0045867,13.719616,637297.541981072,1168235.73375485,65.9027252197266,"640",43,1.81890337397819,-1.08849374538752
-142.41063,59.9988523,13.719616,641001.612314604,1168235.74648742,65.8595123291016,"640",43,1.81861851056107,-1.0895285251225
-142.34502,59.9930856,13.719616,644705.840495004,1168235.78011363,55.9503135681152,"640",43,1.74780252483256,-1.34677091757412
-142.27944,59.9872868,13.719616,648409.681827921,1168235.75879635,51.3063316345215,"640",43,1.71017096402513,-1.48346932873379
-142.21388,59.9814557,13.719616,652113.694360864,1168235.75682379,48.8502311706543,"640",42,1.68886662324214,-1.56085834671107
-142.14834,59.9755925,13.719616,655817.880813541,1168235.79601847,43.2008247375488,"640",42,1.63549203791555,-1.75474403345651
-142.08283,59.969697,13.719616,659521.70432912,1168235.75487864,43.0578918457031,"640",42,1.63405276254759,-1.75997226879407
-142.01734,59.9637695,13.719616,663225.713034419,1168235.76444583,31.1506290435791,"640",42,1.49346682105608,-2.27065730074419
-141.95187,59.9578098,13.719616,666929.917540862,1168235.8025607,25.7956886291504,"640",42,1.41154712607822,-2.56823443828209
-141.88643,59.9518179,13.719616,670633.777015493,1168235.76810892,22.953426361084,"640",42,1.36084752380105,-2.75240312352962
-141.82101,59.945794,13.719616,674337.841477785,1168235.7828324,20.1086044311523,"640",42,1.30338193092091,-2.96114958725621
-141.75562,59.939738,13.0384021,678041.572068854,1168235.73352666,12.8701362609863,"640",42,1.10958314496819,-3.66513277466573
-141.69025,59.9336499,13.27368292,681745.522843309,1168235.72108257,15.4694366455078,"640",42,1.1894744981724,-3.37492368383645
-141.6249,59.9275298,13.719616,685449.698309836,1168235.75641387,23.2188873291016,"640",42,1.36584140410154,-2.73426261891191
-141.55958,59.9213777,13.719616,689153.557542462,1168235.73568302,67.190673828125,"640",43,1.82730899647549,-1.05795992708356
-141.49428,59.9151935,12.18513018,692857.656639884,1168235.75050875,44.3079948425293,"640",42,1.64648209648773,-1.71482212979014
-139.99939,59.7641636,11.82073163,778050.036169811,1168235.82350124,17.7659587860107,"650",51,1.24958865028511,-3.15655620436705
-139.93471,59.7572166,13.719616,781753.997236504,1168235.81603062,52.2735824584961,"650",51,1.71828226456383,-1.4540046487607
-139.87006,59.7502381,13.719616,785457.797219774,1168235.7792525,73.4362335205078,"650",51,1.86591039418437,-0.917738537852618
-139.80543,59.743228,13.719616,789161.992181984,1168235.81969666,60.5171203613281,"650",51,1.78187825443147,-1.2229892301997
-139.74083,59.7361864,13.719616,792866.038519742,1168235.82922375,66.3587951660156,"650",51,1.82189849221819,-1.07761383778183
-139.67626,59.7291133,13.719616,796569.942442624,1168235.80649021,183.102386474609,"650",152,2.26269400473862,0.523596553575564
-139.61172,59.7220088,11.62276835,800273.707750155,1168235.76108778,17.3468399047852,"650",51,1.23922037037107,-3.19421946786973
-146.85949,60.2780926,9.918259418,392833.590684858,1164531.75871042,326.976257324219,"640",242,2.51451621844795,1.43835256608674
-146.52562,60.2599086,11.590031,411353.906418329,1164531.78600972,16,"640",42,1.20411998265592,-3.32172327395161
-146.45889,60.2561726,13.719616,415058.021320212,1164531.80460434,42.787841796875,"640",42,1.6313203813812,-1.76989777164632
-146.39218,60.2524035,13.719616,418761.878521087,1164531.789388,60.3557357788086,"640",43,1.78071854864576,-1.22720191590598
-146.32548,60.2486013,13.719616,422466.033294334,1164531.80275257,68.525032043457,"640",43,1.83584924729498,-1.02693706507941
-146.2588,60.2447661,13.719616,426169.943556446,1164531.79210393,84.2510147094727,"640",43,1.92557514016736,-0.701003547245746
-146.19214,60.2408979,13.719616,429873.616513482,1164531.75625203,88.4092330932617,"640",43,1.94649762329429,-0.625001645129557
-146.12549,60.2369967,13.719616,433577.607393791,1164531.75931166,99.8036270141602,"640",43,1.9991463244899,-0.433752766564845
-146.05885,60.2330624,13.719616,437281.924729803,1164531.79069739,97.46142578125,"640",43,1.98883276046617,-0.471217272027506
-145.99223,60.2290952,13.719616,440986.025032495,1164531.80675309,103.777465820312,"640",144,2.01610306129346,-0.372156624131088
-145.92563,60.225095,13.719616,444689.916815239,1164531.79525431,111.36009979248,"640",144,2.04672961144846,-0.260904243000429
-145.85905,60.2210618,13.719616,448393.607264374,1164531.75509994,113.713966369629,"640",144,2.05581380808934,-0.227905472265785
-145.79248,60.2169956,13.719616,452097.651588371,1164531.75328218,109.671981811523,"640",144,2.04009569139577,-0.285002269005864
-145.72592,60.2128966,13.719616,455802.05418586,1164531.81260322,104.93675994873,"640",144,2.02092765069412,-0.354631076653987
-145.65939,60.2087646,13.719616,459505.728913772,1164531.77310553,95.9687423706055,"640",43,1.9821298035973,-0.495566077508494
-145.59287,60.2045996,13.719616,463209.77899446,1164531.77158324,80.5796051025391,"640",43,1.90622513470527,-0.771293350428103
-145.52637,60.2004018,13.719616,466913.660721332,1164531.7605762,64.2560729980469,"640",43,1.80791418017298,-1.12841250774729
-145.45988,60.1961711,13.719616,470617.930649826,1164531.79885324,51.0755195617676,"640",43,1.70821279315394,-1.4905824763452
-145.39341,60.1919074,13.719616,474322.049323268,1164531.80459317,43.4139862060547,"640",42,1.63762966392701,-1.74697900662398
-145.32696,60.187611,13.719616,478026.019525544,1164531.81010194,36.1278266906738,"640",42,1.55784183688946,-2.03681203379308
-145.26053,60.1832816,13.719616,481729.852708332,1164531.78116183,29.5658321380615,"640",42,1.47079010683868,-2.35303152964489
-145.19412,60.1789194,13.719616,485433.553059013,1164531.73901911,27.0846481323242,"640",42,1.43272319786368,-2.49131136345964
-145.12772,60.1745244,13.719616,489137.675677538,1164531.75641007,23.9487018585205,"640",42,1.37928197741819,-2.68543910540252
-145.06134,60.1700966,13.719616,492841.67960717,1164531.7598977,25.2950859069824,"640",42,1.40303615869478,-2.59915092683016
-144.99498,60.165636,13.719616,496545.571912983,1164531.74859985,29.0958843231201,"640",42,1.46383156141995,-2.37830877253123
-144.92863,60.1611426,13.719616,500249.907681819,1164531.79697798,30.9999256134033,"640",42,1.49136065171404,-2.27830805974842
-144.86231,60.1566164,13.719616,503953.597917584,1164531.75408968,35.4662094116211,"640",42,1.54981477404886,-2.06597071637346
-144.796,60.1520574,13.719616,507657.745724408,1164531.77031489,34.2863006591797,"640",42,1.53512062918101,-2.1193478873886
-144.72971,60.1474657,13.719616,511361.808567326,1164531.78058932,31,"640",42,1.49136169383427,-2.27830427419776
-144.66344,60.1428412,13.719616,515065.795023109,1164531.77303876,27,"640",42,1.43136376415899,-2.49624957020742
-144.59719,60.1381841,13.719616,518769.708973632,1164531.76902829,21.2427845001221,"640",42,1.32721144337824,-2.87458776463357
-144.53096,60.1334942,13.719616,522473.560564755,1164531.74564599,14.7605619430542,"640",42,1.16910289164163,-3.44892450085748
-143.34213,60.0434992,12.04148726,589145.672334738,1164531.75429325,24,"640",42,1.38021124171161,-2.68206350923452
-143.27628,60.0381906,13.719616,592849.584765155,1164531.74299783,33,"640",42,1.51851393987789,-2.17967246584487
-143.21045,60.0328495,13.719616,596553.568090752,1164531.7335984,46.864444732666,"640",42,1.67084347571057,-1.62632827617453
-143.14464,60.0274761,13.719616,600257.625504457,1164531.74773836,62.844654083252,"640",43,1.7982683400826,-1.16345147467727
-143.07885,60.0220703,13.719616,603961.765599111,1164531.77396491,97.662109375,"640",43,1.9897261002474,-0.467972173336391
-143.01308,60.0166321,13.719616,607665.995164384,1164531.8118796,105.131637573242,"640",144,2.02173342921435,-0.351704048353858
-142.94734,60.0111615,13.719616,611369.772958602,1164531.76904182,105.731887817383,"640",144,2.02420598649943,-0.342722367947293
-142.88162,60.0056586,13.719616,615073.651923642,1164531.7470557,99.5984649658203,"640",43,1.99825264503001,-0.436999099154616
-142.81592,60.0001234,13.719616,618777.638800846,1164531.74556588,103.213500976562,"640",144,2.0137365094629,-0.380753234747924
-142.75024,59.9945559,13.719616,622481.740326325,1164531.76423309,94.8462371826172,"640",43,1.97702010588107,-0.514127294325643
-142.68458,59.9889561,13.719616,626185.963230928,1164531.80273416,89.7943649291992,"640",43,1.95324908324924,-0.600476649911508
-142.61895,59.983324,13.719616,629889.766214067,1164531.76591481,88.7554931640625,"640",43,1.94819524146813,-0.618834967422305
-142.55334,59.9776597,13.719616,633593.70210411,1164531.75823328,88.5665512084961,"640",43,1.9472697335309,-0.622196918450148
-142.48775,59.9719631,13.719616,637297.779512266,1164531.76839291,86.3444366455078,"640",43,1.93623436029383,-0.662283429763912
-142.42218,59.9662344,13.719616,641002.001268499,1164531.8181622,75.2348785400391,"640",43,1.87641922417894,-0.87956471958462
