"Lon","Lat","DEPTH_EFH"
-141.1936049,59.81877988,42
-140.1562311,59.71315411,72
-140.0916169,59.7062835,113
-140.0270293,59.69938136,133
-139.9624686,59.6924477,144
-139.8979348,59.68548255,77
-139.833428,59.67848593,51
-139.7689484,59.67145785,195
-139.704496,59.66439833,57
-139.6400709,59.6573074,174
-139.5756733,59.65018507,57
-147.0072625,60.2192651,261
-146.940564,60.21576778,288
-146.8738797,60.21223739,240
-146.8072099,60.20867394,206
-146.7405546,60.20507743,271
-146.673914,60.20144789,219
-146.6072882,60.19778531,232
-146.5406773,60.19408971,172
-146.4740816,60.19036111,152
-146.407501,60.18659951,136
-146.3409357,60.18280492,125
-146.2743859,60.17897736,117
-146.2078517,60.17511684,113
-146.1413331,60.17122336,110
-146.0748305,60.16729694,106
-146.0083438,60.1633376,112
-145.9418731,60.15934534,116
-145.8754187,60.15532018,118
-145.8089807,60.15126212,128
-145.7425591,60.14717118,134
-145.6761541,60.14304737,140
-145.6097659,60.13889071,137
-145.5433945,60.13470121,141
-145.4770401,60.13047887,127
-145.4107028,60.12622371,126
-145.3443827,60.12193575,117
-145.27808,60.11761499,112
-145.2117948,60.11326146,107
-145.1455272,60.10887515,103
-145.0792773,60.1044561,101
-145.0130452,60.1000043,102
-144.9468312,60.09551977,109
-144.8806353,60.09100252,129
-144.8144575,60.08645258,168
-144.7482982,60.08186994,199
-144.6821573,60.07725463,169
-144.616035,60.07260666,153
-144.5499315,60.06792604,114
-144.4838468,60.06321279,50
-144.417781,60.05846692,43
-143.7581939,60.0092172,87
-143.6923449,60.00411344,107
-143.6265163,59.99897724,171
-143.5607082,59.9938086,192
-143.4949208,59.98860755,195
-143.4291542,59.9833741,169
-143.3634085,59.97810826,160
-143.2976839,59.97281005,152
-143.2319803,59.96747948,160
-143.166298,59.96211657,145
-143.1006371,59.95672134,155
-143.0349977,59.9512938,163
-142.9693799,59.94583396,156
-142.9037839,59.94034184,157
-142.8382097,59.93481747,152
-142.7726574,59.92926085,162
-142.7071273,59.92367199,159
-142.6416193,59.91805093,153
-142.5761336,59.91239766,139
-142.5106704,59.90671222,128
-142.4452297,59.9009946,114
-142.3798117,59.89524484,108
-142.3144165,59.88946295,102
-142.2490441,59.88364894,95
-142.1836948,59.87780284,79
-142.1183685,59.87192465,73
-142.0530655,59.8660144,82
-141.9877859,59.86007209,79
-141.9225297,59.85409776,74
-141.8572971,59.84809141,72
-141.7920881,59.84205307,58
-141.726903,59.83598274,44
-141.6617418,59.82988045,41
-141.5966046,59.82374622,40
-141.5314916,59.81758006,45
-141.4664028,59.81138199,48
-141.4013383,59.80515202,53
-141.3362983,59.79889018,71
-141.2712829,59.79259649,81
-141.2062922,59.78627095,67
-141.1413263,59.77991359,55
-141.0763854,59.77352443,45
-141.0114694,59.76710348,39
-140.2344692,59.68757952,35
-140.1698884,59.68074703,90
-140.1053342,59.67388303,79
-140.0408065,59.66698751,156
-139.9763056,59.66006051,163
-139.9118316,59.65310204,163
-139.8473845,59.64611212,39
-139.7829644,59.63909078,191
-147.0809518,60.18979039,40
-147.0143053,60.18632961,285
-146.9476729,60.18283578,259
-146.8810548,60.17930891,236
-146.814451,60.175749,77
-146.7478618,60.17215608,143
-146.6812872,60.16853015,205
-146.6147273,60.16487122,164
-146.5481824,60.1611793,148
-146.4816524,60.1574544,136
-146.4151377,60.15369654,90
-146.3486382,60.14990573,87
-146.2821541,60.14608197,97
-146.2156855,60.14222528,99
-146.1492326,60.13833567,101
-146.0827955,60.13441316,101
-146.0163744,60.13045774,101
-145.9499692,60.12646945,105
-145.8835803,60.12244828,110
-145.8172076,60.11839424,115
-145.7508514,60.11430736,120
-145.6845117,60.11018765,130
-145.6181887,60.1060351,143
-145.5518825,60.10184975,145
-145.4855932,60.09763159,149
-145.419321,60.09338065,148
-145.353066,60.08909693,146
-145.2868282,60.08478045,141
-145.2206079,60.08043123,137
-145.1544052,60.07604926,131
-145.0882201,60.07163457,124
-145.0220529,60.06718717,122
-144.9559036,60.06270707,131
-144.8897723,60.05819429,166
-144.8236592,60.05364884,204
-144.7575644,60.04907073,224
-144.691488,60.04445997,217
-144.6254302,60.03981659,218
-144.559391,60.03514058,184
-144.4933707,60.03043198,126
-144.4273692,60.02569078,72
-144.0317645,59.99656001,34
-143.8342274,59.98155582,61
-143.7684217,59.9764895,107
-143.7026364,59.97139076,203
-143.6368713,59.9662596,239
-143.5711268,59.96109603,251
-143.5054029,59.95590008,247
-143.4396997,59.95067176,237
-143.3740173,59.94541108,191
-143.3083559,59.94011806,167
-143.2427156,59.93479271,163
-143.1770965,59.92943505,165
-143.1114987,59.9240451,161
-143.0459223,59.91862286,166
-142.9803675,59.91316837,158
-142.9148343,59.90768162,163
-142.8493229,59.90216264,157
-142.7838335,59.89661144,182
-142.718366,59.89102805,190
-142.6529207,59.88541247,178
-142.5874976,59.87976472,145
-142.5220969,59.87408481,92
-142.4567187,59.86837278,85
-142.391363,59.86262862,115
-142.3260301,59.85685236,100
-142.26072,59.85104401,100
-142.1954328,59.84520359,99
-142.1301687,59.83933112,101
-142.0649277,59.83342661,99
-141.9997101,59.82749008,95
-141.9345158,59.82152155,91
-141.869345,59.81552104,83
-141.8041978,59.80948855,85
-141.7390744,59.80342412,73
-141.6739748,59.79732775,71
-141.6088992,59.79119946,66
-141.5438477,59.78503928,64
-141.4788203,59.77884721,60
-141.4138172,59.77262327,59
-141.3488385,59.76636749,61
-141.2838843,59.76007989,60
-141.2189547,59.75376047,59
-141.1540499,59.74740925,64
-141.0891699,59.74102626,54
-141.0243149,59.73461152,52
-140.9594849,59.72816503,50
-140.8946801,59.72168682,46
-140.8299006,59.71517691,48
-140.7651464,59.70863531,50
-140.7004178,59.70206205,52
-140.6357147,59.69545714,45
-140.5710374,59.6888206,43
-140.5063858,59.68215245,48
-140.4417602,59.6754527,45
-140.3771607,59.66872138,42
-140.3125872,59.66195851,40
-140.24804,59.6551641,97
-140.1835192,59.64833818,40
-140.1190248,59.64148075,141
-140.054557,59.63459185,113
-139.9901158,59.62767148,98
-139.9257014,59.62071968,157
-139.8613139,59.61373646,82
-139.7969533,59.60672183,115
-139.6683136,59.59259844,64
-147.1545087,60.16027517,188
-147.0879144,60.15685086,238
-147.0213339,60.15339353,316
-146.9547676,60.14990317,234
-146.8882154,60.14637981,141
-146.8216776,60.14282345,112
-146.7551543,60.1392341,129
-146.6886455,60.13561177,137
-146.6221515,60.13195647,133
-146.5556723,60.12826822,135
-146.4892081,60.12454703,89
-146.4227591,60.1207929,90
-146.3563252,60.11700585,87
-146.2899067,60.11318589,88
-146.2235037,60.10933303,90
-146.1571163,60.10544728,94
-146.0907447,60.10152865,97
-146.0243889,60.09757716,100
-145.9580491,60.09359282,103
-145.8917255,60.08957563,107
-145.8254181,60.08552562,111
-145.7591271,60.08144278,116
-145.6928525,60.07732715,119
-145.6265947,60.07317871,126
-145.5603535,60.0689975,133
-145.4941293,60.06478352,145
-145.427922,60.06053678,151
-145.3617319,60.0562573,151
-145.295559,60.05194508,149
-145.2294035,60.04760015,148
-145.1632656,60.04322252,145
-145.0971452,60.03881219,134
-145.0310426,60.03436918,126
-144.9649579,60.0298935,145
-144.8988911,60.02538517,182
-144.8328425,60.0208442,218
-144.7668122,60.0162706,240
-144.7008002,60.01166439,246
-144.6348067,60.00702558,244
-144.5688318,60.00235418,196
-144.5028756,59.99765021,127
-144.4369384,59.99291368,72
-144.107539,59.96874314,44
-144.0417174,59.96381155,41
-143.9759156,59.9588475,51
-143.9101335,59.95385101,55
-143.8443714,59.94882208,90
-143.7786293,59.94376074,140
-143.7129075,59.93866699,201
-143.6472059,59.93354086,261
-143.5815248,59.92838236,270
-143.5158642,59.92319149,274
-143.4502243,59.91796829,252
-143.3846052,59.91271276,224
-143.3190069,59.90742492,176
-143.2534297,59.90210478,167
-143.1878736,59.89675235,168
-143.1223388,59.89136767,161
-143.0568253,59.88595073,180
-142.9913333,59.88050156,171
-142.925863,59.87502017,167
-142.8604143,59.86950657,180
-142.7949875,59.86396079,205
-142.7295826,59.85838284,209
-142.6641998,59.85277273,195
-142.5988392,59.84713048,154
-142.5335009,59.84145611,119
-142.468185,59.83574963,147
-142.4028916,59.83001106,136
-142.3376209,59.82424042,133
-142.2723729,59.81843772,139
-142.2071478,59.81260298,134
-142.1419457,59.80673621,125
-142.0767667,59.80083744,121
-142.0116109,59.79490667,110
-141.9464784,59.78894393,107
-141.8813693,59.78294924,98
-141.8162838,59.7769226,92
-141.751222,59.77086404,90
-141.6861839,59.76477357,85
-141.6211697,59.75865122,80
-141.5561796,59.752497,71
-141.4912135,59.74631092,68
-141.4262716,59.740093,67
-141.3613541,59.73384327,70
-141.296461,59.72756173,62
-141.2315925,59.72124842,51
-141.1667486,59.71490333,60
-141.1019295,59.7085265,76
-141.0371353,59.70211794,61
-140.9723661,59.69567767,60
-140.9076219,59.6892057,57
-140.842903,59.68270206,67
-140.7782094,59.67616676,74
-140.7135411,59.66959982,82
-140.6488985,59.66300126,86
-140.5842814,59.6563711,87
-140.5196901,59.64970935,91
-140.4551247,59.64301604,80
-140.3905852,59.63629119,74
-140.3260718,59.6295348,77
-140.2615845,59.62274691,61
-140.1971235,59.61592753,33
-140.1326889,59.60907667,116
-140.0682808,59.60219437,166
-140.0038992,59.59528063,89
-139.9395444,59.58833547,64
-139.8752163,59.58135893,77
-147.1613913,60.12733164,232
-147.094863,60.12391074,233
-147.0283485,60.12045684,306
-146.961848,60.11696995,203
-146.8953618,60.11345009,141
-146.8288898,60.10989726,119
-146.7624322,60.10631147,125
-146.6959892,60.10269274,134
-146.6295609,60.09904108,134
-146.5631474,60.09535649,133
-146.4967488,60.09163899,115
-146.4303652,60.08788858,82
-146.3639969,60.08410529,84
-146.2976439,60.08028911,83
-146.2313063,60.07644007,86
-146.1649843,60.07255817,88
-146.0986779,60.06864343,92
-146.0323875,60.06469585,97
-145.9661129,60.06071545,102
-145.8998545,60.05670224,104
-145.8336122,60.05265623,109
-145.7673863,60.04857743,112
-145.7011768,60.04446586,115
-145.6349839,60.04032153,119
-145.5688077,60.03614445,119
-145.5026483,60.03193463,126
-145.4365059,60.02769209,138
-145.3703806,60.02341683,142
-145.3042724,60.01910887,147
-145.2381816,60.01476823,146
-145.1721083,60.01039491,142
-145.1060525,60.00598893,134
-145.0400144,60.0015503,137
-144.9739942,59.99707904,155
-144.9079919,59.99257515,194
-144.8420076,59.98803865,226
-144.7760416,59.98346955,247
-144.7100939,59.97886788,253
-144.6441646,59.97423363,247
-144.5782538,59.96956683,182
-144.5123618,59.96486748,109
-144.4464885,59.96013561,57
-144.2489828,59.94574496,44
-144.183186,59.94088311,51
-144.1174085,59.9359888,58
-144.0516507,59.93106205,64
-143.9859124,59.92610287,73
-143.9201939,59.92111127,88
-143.8544953,59.91608727,108
-143.7888168,59.91103089,150
-143.7231583,59.90594213,228
-143.6575201,59.90082102,302
-143.5919023,59.89566756,300
-143.5263049,59.89048178,285
-143.4607282,59.88526368,275
-143.3951721,59.88001328,256
-143.3296369,59.87473061,223
-143.2641227,59.86941566,187
-143.1986295,59.86406847,171
-143.1331575,59.85868904,165
-143.0677069,59.85327738,193
-143.0022776,59.84783353,188
-142.9368699,59.84235748,189
-142.8714838,59.83684926,207
-142.8061196,59.83130888,200
-142.7407772,59.82573636,210
-142.6754568,59.82013171,198
-142.6101585,59.81449495,171
-142.5448825,59.8088261,170
-142.4796288,59.80312516,167
-142.4143976,59.79739217,161
-142.3491889,59.79162714,157
-142.284003,59.78583007,159
-142.2188398,59.78000099,155
-142.1536996,59.77413992,146
-142.0885824,59.76824686,142
-142.0234883,59.76232185,131
-141.9584175,59.75636488,129
-141.8933701,59.75037599,111
-141.8283461,59.74435519,109
-141.7633458,59.7383025,103
-141.6983691,59.73221792,94
-141.6334163,59.72610149,91
-141.5684874,59.71995321,81
-141.5035825,59.71377311,79
-141.4387018,59.7075612,76
-141.3738453,59.7013175,74
-141.3090132,59.69504202,69
-141.2442056,59.68873479,64
-141.1794226,59.68239583,82
-141.1146643,59.67602514,99
-141.0499307,59.66962275,75
-140.9852221,59.66318868,79
-140.9205385,59.65672294,82
-140.8558801,59.65022555,97
-140.7912469,59.64369654,111
-140.726639,59.63713591,118
-140.6620566,59.63054369,139
-140.5974998,59.62391989,162
-140.5329686,59.61726454,157
-140.4684632,59.61057765,143
-140.4039836,59.60385924,154
-140.3395301,59.59710933,137
-140.2751027,59.59032794,95
-140.2107014,59.58351508,85
-140.1463265,59.57667078,45
-140.0819779,59.56979506,41
-140.0176559,59.56288793,41
-139.9533605,59.55594941,72
-139.8890918,59.54897953,34
-147.2347364,60.09777203,213
-147.1682602,60.0943875,232
-147.1017977,60.09097,268
-147.035349,60.08751953,248
-146.9689143,60.08403611,159
-146.9024938,60.08051974,129
-146.8360875,60.07697043,129
-146.7696956,60.0733882,135
-146.7033182,60.06977306,139
-146.6369554,60.06612501,135
-146.5706074,60.06244408,140
-146.5042743,60.05873026,84
-146.4379562,60.05498357,82
-146.3716533,60.05120402,80
-146.3053656,60.04739162,79
-146.2390933,60.04354639,80
-146.1728365,60.03966833,84
-146.1065954,60.03575746,88
-146.0403701,60.03181379,93
-145.9741606,60.02783732,96
-145.9079672,60.02382808,102
-145.84179,60.01978607,109
-145.775629,60.0157113,111
-145.7094844,60.01160379,112
-145.6433564,60.00746355,113
-145.577245,60.00329059,112
-145.5111504,59.99908493,113
-145.4450727,59.99484657,113
-145.379012,59.99057553,130
-145.3129685,59.98627182,137
-145.2469423,59.98193545,147
-145.1809334,59.97756644,150
-145.1149421,59.9731648,155
-145.0489684,59.96873054,159
-144.9830125,59.96426367,168
-144.9170745,59.95976422,209
-144.8511545,59.95523218,236
-144.7852527,59.95066758,246
-144.7193691,59.94607043,250
-144.6535039,59.94144073,221
-144.5876572,59.93677851,148
-144.5218291,59.93208378,84
-144.4560198,59.92735656,32
-144.3244578,59.91780466,45
-144.2587054,59.91298002,62
-144.1929723,59.90812294,67
-144.1272585,59.90323343,75
-144.0615642,59.8983115,81
-143.9958895,59.89335718,90
-143.9302345,59.88837047,102
-143.8645993,59.88335139,123
-143.7989841,59.87829995,155
-143.7333889,59.87321617,222
-143.6678139,59.86810006,288
-143.6022592,59.86295164,323
-143.536725,59.85777092,303
-143.4712113,59.85255792,297
-143.4057182,59.84731265,295
-143.3402459,59.84203513,268
-143.2747946,59.83672537,215
-143.2093642,59.83138339,181
-143.143955,59.8260092,188
-143.078567,59.82060282,188
-143.0132003,59.81516426,193
-142.9478552,59.80969355,208
-142.8825316,59.80419069,207
-142.8172298,59.7986557,214
-142.7519497,59.79308859,213
-142.6866916,59.78748939,210
-142.6214556,59.78185811,211
-142.5562417,59.77619476,185
-142.4910501,59.77049937,177
-142.425881,59.76477194,186
-142.3607343,59.7590125,176
-142.2956102,59.75322105,177
-142.2305089,59.74739762,170
-142.1654304,59.74154223,163
-142.1003749,59.73565488,155
-142.0353425,59.7297356,156
-141.9703333,59.72378441,139
-141.9053474,59.71780131,136
-141.8403848,59.71178633,118
-141.7754459,59.70573948,121
-141.7105305,59.69966079,112
-141.6456389,59.69355026,98
-141.5807711,59.68740792,81
-141.5159274,59.68123378,91
-141.4511077,59.67502786,95
-141.3863121,59.66879018,91
-141.3215409,59.66252075,87
-141.2567941,59.6562196,89
-141.1920718,59.64988673,107
-141.1273742,59.64352217,125
-141.0627012,59.63712594,95
-140.9980532,59.63069806,111
-140.93343,59.62423853,128
-140.868832,59.61774739,161
-140.8042591,59.61122464,193
-140.7397114,59.60467031,213
-140.6751892,59.59808441,217
-140.6106924,59.59146696,222
-140.5462212,59.58481799,220
-140.4817758,59.5781375,215
-140.4173561,59.57142553,208
-140.3529624,59.56468208,194
-140.2885947,59.55790717,167
-140.224253,59.55110083,142
-140.1599377,59.54426307,130
-140.0956486,59.53739392,111
-140.031386,59.53049338,91
-139.96715,59.52356149,74
-139.9029405,59.51659825,62
-139.8387579,59.50960369,40
-147.3079498,60.06817215,48
-147.2415258,60.06482393,205
-147.1751153,60.06144276,226
-147.1087185,60.05802865,286
-147.0423355,60.0545816,188
-146.9759665,60.05110163,133
-146.9096116,60.04758874,126
-146.8432709,60.04404296,145
-146.7769445,60.04046427,143
-146.7106326,60.03685271,138
-146.6443352,60.03320828,143
-146.5780526,60.02953098,98
-146.5117848,60.02582084,88
-146.445532,60.02207786,81
-146.3792943,60.01830204,82
-146.3130719,60.01449342,81
-146.2468648,60.01065199,81
-146.1806731,60.00677776,83
-146.1144971,60.00287075,88
-146.0483368,59.99893097,97
-145.9821923,59.99495843,95
-145.9160638,59.99095315,100
-145.8499515,59.98691512,107
-145.7838553,59.98284438,108
-145.7177755,59.97874092,109
-145.6517122,59.97460476,106
-145.5856656,59.97043592,102
-145.5196356,59.9662344,102
-145.4536225,59.96200021,105
-145.3876263,59.95773338,112
-145.3216473,59.9534339,131
-145.2556855,59.9491018,140
-145.1897411,59.94473709,158
-145.1238141,59.94033978,165
-145.0579047,59.93590988,175
-144.992013,59.9314474,200
-144.9261392,59.92695237,224
-144.8602833,59.92242479,235
-144.7944455,59.91786467,237
-144.7286259,59.91327203,217
-144.6628247,59.90864688,167
-144.5970419,59.90398923,93
-144.5312777,59.89929911,56
-144.3998054,59.88982146,51
-144.3340976,59.88503398,66
-144.2684089,59.88021406,72
-144.2027393,59.87536174,78
-144.137089,59.87047701,85
-144.0714582,59.8655599,91
-144.0058469,59.86061042,102
-143.9402552,59.85562859,113
-143.8746833,59.85061441,132
-143.8091313,59.84556791,156
-143.7435993,59.84048909,198
-143.6780874,59.83537798,282
-143.6125958,59.83023458,334
-143.5471245,59.82505892,318
-143.4816737,59.819851,311
-143.4162436,59.81461085,309
-143.3508341,59.80933847,301
-143.2854455,59.80403388,262
-143.2200778,59.7986971,207
-143.1547311,59.79332814,199
-143.0894057,59.78792703,190
-143.0241016,59.78249376,206
-142.9588189,59.77702836,215
-142.8935577,59.77153085,211
-142.8283181,59.76600124,218
-142.7631003,59.76043954,213
-142.6979044,59.75484578,222
-142.6327305,59.74921996,229
-142.5675787,59.74356211,259
-142.5024491,59.73787224,203
-142.4373418,59.73215036,196
-142.372257,59.7263965,177
-142.3071947,59.72061066,187
-142.2421552,59.71479287,187
-142.1771383,59.70894314,185
-142.1121444,59.70306149,178
-142.0471735,59.69714793,172
-141.9822258,59.69120249,160
-141.9173012,59.68522517,158
-141.8524,59.679216,141
-141.7875223,59.67317499,136
-141.7226681,59.66710216,121
-141.6578376,59.66099753,125
-141.5930309,59.65486111,112
-141.5282481,59.64869292,112
-141.4634893,59.64249298,117
-141.3987547,59.6362613,108
-141.3340442,59.62999791,106
-141.2693581,59.62370281,109
-141.2046965,59.61737604,112
-141.1400594,59.6110176,121
-141.0754469,59.60462751,136
-141.0108592,59.5982058,163
-140.9462965,59.59175247,207
-140.8817587,59.58526755,241
-140.817246,59.57875106,274
-140.7527585,59.57220301,285
-140.6882963,59.56562342,282
-140.6238595,59.55901231,272
-140.5594482,59.5523697,260
-140.4950626,59.54569561,254
-140.4307027,59.53899005,243
-140.3663686,59.53225305,237
-140.3020605,59.52548462,213
-140.2377784,59.51868478,217
-140.1735225,59.51185354,195
-140.1092929,59.50499094,173
-140.0450896,59.49809699,175
-139.9809127,59.4911717,141
-139.9167625,59.48421509,120
-139.8526389,59.4772272,105
-139.7885421,59.47020802,88
-139.7244721,59.46315759,57
-147.3146599,60.03522012,53
-147.2483015,60.03187522,188
-147.1819567,60.0284974,238
-147.1156255,60.02508667,242
-147.0493081,60.02164303,139
-146.9830046,60.01816651,103
