"STRATUM","DEPTH_M","X","Y","LON","LAT","AREA_KM2"
113,189.988952636719,-643.559643430817,5958.29635068239,-169.933266858176,52.5518056878867,13.2990046058073
211,260.047821044922,-639.855643430817,5958.29635068239,-169.880996932514,52.5594946837343,13.3017375197668
211,230.118682861328,-636.151643430817,5958.29635068239,-169.828703388071,52.567161368406,13.3044623110828
113,189.507888793945,-632.447643430817,5958.29635068239,-169.776386279307,52.5748057180486,13.3071789727793
15,101.991065979004,-628.743643430817,5958.29635068239,-169.724045660873,52.5824277088589,13.3098874978523
15,98.0507354736328,-625.039643430817,5958.29635068239,-169.671681587603,52.590027317084,13.3125878793488
15,100.935813903809,-621.335643430817,5958.29635068239,-169.619294114517,52.5976045190213,13.315280110322
15,96.1072311401367,-617.631643430817,5958.29635068239,-169.566883296819,52.6051592910192,13.317964183898
15,114.562805175781,-613.927643430817,5958.29635068239,-169.514449189902,52.6126916094769,13.3206400931244
113,199.445388793945,-610.223643430817,5958.29635068239,-169.461991849339,52.6202014508448,13.3233078311548
113,192.355712890625,-606.519643430817,5958.29635068239,-169.409511330893,52.6276887916245,13.3259673911152
113,142.368026733398,-602.815643430817,5958.29635068239,-169.357007690509,52.6351536083695,13.3286187661657
15,122.933471679688,-599.111643430817,5958.29635068239,-169.304480984316,52.642595877685,13.3312619494781
15,103.746070861816,-595.407643430817,5958.29635068239,-169.251931268629,52.6500155762282,13.3338969342537
15,104.29906463623,-591.703643430817,5958.29635068239,-169.199358599947,52.6574126807088,13.3365237136965
15,112.71321105957,-587.999643430817,5958.29635068239,-169.146763034954,52.6647871678887,13.3391422810526
15,116.954002380371,-584.295643430817,5958.29635068239,-169.094144630514,52.6721390145828,13.3417526295471
15,115.1806640625,-580.591643430817,5958.29635068239,-169.041503443679,52.6794681976588,13.3443547525206
15,123.578582763672,-576.887643430817,5958.29635068239,-168.988839531684,52.6867746940377,13.3469486431456
113,134.530197143555,-573.183643430817,5958.29635068239,-168.936152951944,52.694058480694,13.3495342948694
113,160.915298461914,-569.479643430817,5958.29635068239,-168.88344376206,52.7013195346555,13.3521117009382
211,302.683532714844,-565.775643430817,5958.61855408908,-168.832001113719,52.7094445702511,12.4516997941831
211,396.271423339844,-562.071643430817,5958.82725247432,-168.779917367116,52.7169484954888,12.024419572338
211,542.033325195312,-559.102011726843,5958.68450701647,-168.732799787504,52.7295421601824,6.59659126325329
211,601.804138183594,-555.229703833566,5959.30251618263,-168.679371489399,52.7398814972046,4.01508906900653
211,672.850830078125,-549.758095933183,5959.61870481924,-168.619297426139,52.7513701386351,1.91360263287896
211,656.553283691406,-548.748122609891,5959.62518256947,-168.587933306437,52.75530732049,0.973021968013957
113,219.118423461914,-646.374047675622,5962.22812117915,-169.985788655405,52.5764986112464,7.10820808457385
113,219.79621887207,-643.559643430817,5962.00035068239,-169.945911026189,52.5836589196531,13.2990077700214
211,270.483093261719,-639.855643430817,5962.00035068239,-169.893606709276,52.5913567231196,13.3017406642675
113,203.605178833008,-636.151643430817,5962.00035068239,-169.841278715992,52.5990321929257,13.3044654359417
113,158.478637695312,-632.447643430817,5962.00035068239,-169.788927100896,52.6066853051659,13.3071820780239
15,77.9199066162109,-628.743643430817,5962.00035068239,-169.736551918728,52.6143160359848,13.3098905835342
15,83.0398864746094,-625.039643430817,5962.00035068239,-169.68415322442,52.6219243615776,13.3125909455194
15,80.6137619018555,-621.335643430817,5962.00035068239,-169.631731073087,52.6295102581897,13.315283157095
15,91.9049453735352,-617.631643430817,5962.00035068239,-169.579285520031,52.6370737021174,13.3179672112398
15,121.47021484375,-613.927643430817,5962.00035068239,-169.526816620741,52.6446146697081,13.3206431011372
113,255.702499389648,-610.223643430817,5962.00035068239,-169.47432443089,52.6521331373603,13.3233108198853
113,234.677169799805,-606.519643430817,5962.00035068239,-169.421809006339,52.6596290815241,13.3259703606262
15,121.407150268555,-602.815643430817,5962.00035068239,-169.369270403131,52.6671024787011,13.3286217165031
15,104.229141235352,-599.111643430817,5962.00035068239,-169.316708677499,52.674553305445,13.3312648807096
15,79.275032043457,-595.407643430817,5962.00035068239,-169.264123885857,52.6819815383616,13.3338998464308
15,83.533821105957,-591.703643430817,5962.00035068239,-169.211516084805,52.6893871541088,13.3365266068783
15,88.7243957519531,-587.999643430817,5962.00035068239,-169.158885331131,52.6967701293976,13.3391451552725
15,95.6726150512695,-584.295643430817,5962.00035068239,-169.106231681802,52.7041304409913,13.3417554849138
15,98.2667770385742,-580.591643430817,5962.00035068239,-169.053555193974,52.7114680657064,13.3443575890036
15,99.8083801269531,-576.887643430817,5962.00035068239,-169.000855924986,52.718782980413,13.3469514609127
15,80.2373428344727,-573.183643430817,5962.00035068239,-168.94813393236,52.7260751620341,13.3495370938835
15,105.936897277832,-569.479643430817,5962.00035068239,-168.895389273803,52.7333445875468,13.3521144812756
15,109.032188415527,-565.775643430817,5962.00035068239,-168.842622007204,52.7405912339821,13.3546836164255
15,116.438583374023,-562.071643430817,5962.00035068239,-168.789832190638,52.7478150784251,13.3572444927397
113,129.602416992188,-558.367643430817,5962.00035068239,-168.737019882362,52.7550160980152,13.3597971035833
211,253.161407470703,-554.663643430817,5962.00035068239,-168.684185140814,52.7621942699465,13.3623414423323
211,330.5625,-550.959643430817,5962.00035068239,-168.631328024618,52.769349571468,13.3648775024242
211,396.242340087891,-547.535766188711,5961.86694701199,-168.584463418467,52.7760254757125,10.203615821427
211,676.250793457031,-543.427553383527,5962.98917022278,-168.526317127874,52.7943679933424,4.49308315061429
211,631.725219726562,-541.508735573711,5963.19926051237,-168.500182255606,52.797903949841,0.513773284424096
211,672.384765625,-534.472367859446,5963.76222865751,-168.400934729327,52.8159869763582,0.0793408715905845
211,641.196716308594,-532.937653835324,5962.15035830952,-168.377512100067,52.80836582365,4.21576019743627
211,629.171936035156,-509.165984244089,5963.56948577707,-168.038803323895,52.8629180290765,0.26864442444025
211,261.428680419922,-645.95175275604,5965.70435068239,-169.991928572433,52.6082466637877,3.87795044930101
211,232.358184814453,-643.559643430817,5965.70435068239,-169.958578924969,52.6155098371465,13.2990109330759
211,244.631591796875,-639.855643430817,5965.70435068239,-169.906240162436,52.6232164603762,13.3017438076077
113,211.508880615234,-636.151643430817,5965.70435068239,-169.853877665756,52.6309007274406,13.304468559617
113,133.040481567383,-632.447643430817,5965.70435068239,-169.801491489583,52.6385626143818,13.3071851820831
15,71.0835723876953,-628.743643430817,5965.70435068239,-169.749081688752,52.6462020972922,13.3098936680403
15,72.6193161010742,-625.039643430817,5965.70435068239,-169.69664831829,52.6538191523146,13.3125940105619
15,70.3423461914062,-621.335643430817,5965.70435068239,-169.644191433408,52.6614137556424,13.3152862026587
15,79.4628219604492,-617.631643430817,5965.70435068239,-169.591711089506,52.6689858835197,13.3179702374554
113,138.350921630859,-613.927643430817,5965.70435068239,-169.539207342169,52.676535512242,13.3206461080303
113,229.127563476562,-610.223643430817,5965.70435068239,-169.48668024717,52.6840626181558,13.3233138075218
113,151.123062133789,-606.519643430817,5965.70435068239,-169.434129860468,52.6915671776592,13.3259733290262
113,137.88899230957,-602.815643430817,5965.70435068239,-169.381556238208,52.6990491672022,13.3286246657562
15,76.9289093017578,-599.111643430817,5965.70435068239,-169.32895943672,52.7065085632865,13.3312678108387
15,72.8694458007812,-595.407643430817,5965.70435068239,-169.276339512521,52.7139453424664,13.3339027574835
15,77.526611328125,-591.703643430817,5965.70435068239,-169.223696522315,52.7213594813483,13.3365294989586
15,62.2026596069336,-587.999643430817,5965.70435068239,-169.171030522989,52.7287509565914,13.3391480284214
15,81.2461624145508,-584.295643430817,5965.70435068239,-169.118341571617,52.7361197449078,13.3417583391533
15,84.3512954711914,-580.591643430817,5965.70435068239,-169.065629725458,52.7434658230626,13.3443604244328
15,88.200080871582,-576.887643430817,5965.70435068239,-169.012895041955,52.7507891678743,13.3469542775574
15,84.3592300415039,-573.183643430817,5965.70435068239,-168.960137578736,52.7580897562151,13.3495398918371
15,87.6151428222656,-569.479643430817,5965.70435068239,-168.907357393614,52.7653675650108,13.3521172605543
15,71.3641357421875,-565.775643430817,5965.70435068239,-168.854554544588,52.7726225712412,13.3546863771286
15,87.5537872314453,-562.071643430817,5965.70435068239,-168.801729089837,52.7798547519406,13.3572472348652
15,105.350814819336,-558.367643430817,5965.70435068239,-168.748881087728,52.7870640841974,13.3597998272114
15,110.092956542969,-554.663643430817,5965.70435068239,-168.69601059681,52.794250545155,13.3623441475334
15,114.473320007324,-550.959643430817,5965.70435068239,-168.643117675815,52.8014141120115,13.3648801892691
211,309.896789550781,-547.255643430817,5965.70435068239,-168.590202383659,52.8085547620202,13.367407945859
113,135.121109008789,-543.551643430817,5965.70435068239,-168.537264779442,52.8156724724898,13.3699274107828
211,434.561096191406,-540.043805275987,5965.74593958377,-168.49098954861,52.8223102381272,9.5663448247816
211,556.876770019531,-534.724208394417,5965.66097284207,-168.413741908613,52.8313317956765,1.94126820404495
211,236.274017333984,-532.603885690696,5965.66047576381,-168.381244443346,52.8377650296602,11.7332874983106
211,600.578918457031,-527.284350153236,5966.17257225535,-168.323524446456,52.8522131837031,5.06327551785812
211,243.074508666992,-525.031643430817,5966.23482485146,-168.274014968721,52.8546934673915,10.1787221846244
211,457.922943115234,-522.000224770614,5965.8836570613,-168.22650462301,52.8616556378528,8.36917808064669
211,644.114624023438,-519.18878487158,5967.1056934095,-168.192763125043,52.8751262083433,0.466404691788733
211,648.314025878906,-512.204647486456,5966.91417836087,-168.094570284166,52.8876340210765,0.402451735247672
211,350.037658691406,-510.173043534874,5965.74774719863,-168.058428165042,52.881263388361,10.329879525878
211,425.132537841797,-494.469066284901,5966.38216422036,-167.835601094698,52.9146779498155,4.05086897114253
211,559.507995605469,-493.208110852364,5966.28408366928,-167.818706989138,52.9157373548863,1.05881394285032
211,609.414245605469,-479.395220890641,5966.29988301438,-167.619974941749,52.9419448183203,3.26998553637967
211,494.567199707031,-476.879643430817,5966.52366848448,-167.582735044206,52.9461576282164,8.13916589625475
211,438.168792724609,-473.175643430817,5966.88189200547,-167.532179056998,52.9535151815346,7.16159373522133
211,647.206115722656,-469.369492733385,5966.56324249157,-167.48242638061,52.961586050085,3.13331664389822
211,699.952331542969,-467.586412329502,5967.47835130255,-167.448977089218,52.9727994857763,0.0243761213365719
211,627.268005371094,-461.110641649823,5966.57028512666,-167.358488665435,52.9770551487283,3.61875675536044
211,595.867614746094,-458.359643430817,5966.83713961545,-167.31823691428,52.9815604895065,6.06301771944553
211,609.761474609375,-454.584599164109,5965.96609590574,-167.259231353168,52.9853761148704,8.53487328171209
211,634.11767578125,-452.41715600547,5966.37425888462,-167.228872518562,52.9931764287827,1.83098550883017
211,305.783416748047,-645.569174064002,5968.8527259284,-169.997025391646,52.6345630540944,0.79174379814122
211,273.89599609375,-643.559643430817,5968.8527259284,-169.970938391918,52.6472584620687,13.1534994803589
211,243.710571289062,-639.855643430817,5969.40835068239,-169.91889734977,52.6550738900374,13.3017469497471
211,229.713897705078,-636.151643430817,5969.40835068239,-169.866500295044,52.6627669665131,13.3044716820984
15,109.125991821289,-632.447643430817,5969.40835068239,-169.814079502955,52.6704376402879,13.3071882849674
15,78.3196792602539,-628.743643430817,5969.40835068239,-169.761635028436,52.6780858874017,13.3098967514038
15,60.6293144226074,-625.039643430817,5969.40835068239,-169.709166926607,52.6857116839448,13.3125970744362
15,59.9058456420898,-621.335643430817,5969.40835068239,-169.656675252777,52.6933150060583,13.3152892471123
15,100.506057739258,-617.631643430817,5969.40835068239,-169.604160062443,52.7008958299343,13.3179732625322
15,106.148826599121,-613.927643430817,5969.40835068239,-169.551621411288,52.7084541318158,13.3206491137829
113,194.167770385742,-610.223643430817,5969.40835068239,-169.499059355182,52.7159898879974,13.3233167939901
113,186.740814208984,-606.519643430817,5969.40835068239,-169.446473950184,52.7235030748251,13.325976296298
15,107.084014892578,-602.815643430817,5969.40835068239,-169.393865252539,52.7309936686969,13.3286276138659
15,52.5045623779297,-599.111643430817,5969.40835068239,-169.341233318679,52.7384616460627,13.3312707398558
14,42.7242889404297,-595.407643430817,5969.40835068239,-169.288578205222,52.745906983425,13.3339056674833
14,42.7233352661133,-591.703643430817,5969.33011721367,-169.235865526977,52.7532370431553,13.2565759318527
14,24.793628692627,-587.999643430817,5969.40835068239,-169.183198666922,52.7607296444102,13.3391509004688
15,51.7264442443848,-584.295643430817,5969.40835068239,-169.130474356248,52.7681069213011,13.3417611923447
15,61.7077445983887,-580.591643430817,5969.40835068239,-169.077727094313,52.7754614647248,13.3443632588139
15,73.9247055053711,-576.887643430817,5969.40835068239,-169.024956938667,52.7827932514483,13.3469570931616
15,68.4435577392578,-573.183643430817,5969.40835068239,-168.972163947042,52.7901022582923,13.3495426887121
15,69.4775161743164,-569.479643430817,5969.40835068239,-168.919348177359,52.7973884621314,13.3521200388117
15,71.7858657836914,-565.775643430817,5969.40835068239,-168.866509687723,52.8046518398942,13.3546891367702
15,86.1793594360352,-562.071643430817,5969.40835068239,-168.813648536422,52.8118923685637,13.3572499759789
15,89.3332748413086,-558.367643430817,5969.40835068239,-168.760764781931,52.8191100251775,13.3598025498276
15,88.7541351318359,-554.663643430817,5969.40835068239,-168.70785848291,52.8263047868278,13.3623468517075
15,102.547988891602,-550.959643430817,5969.40835068239,-168.6549296982,52.833476630662,13.3648828750954
15,101.262588500977,-547.255643430817,5969.40835068239,-168.601978486828,52.8406255338826,13.3674106133547
15,103.119895935059,-543.551643430817,5969.40835068239,-168.549004908007,52.8477514737474,13.3699300600243
211,434.757690429688,-539.847643430817,5969.49366169962,-168.496152507742,52.8549335305666,13.2919305742734
211,414.148132324219,-536.143643430817,5969.95512970848,-168.445519785693,52.8640878601594,11.1968227863896
211,354.346862792969,-532.439643430817,5969.95517694851,-168.388919607765,52.8699449846475,12.550555685645
113,195.795822143555,-528.735643430817,5969.40835068239,-168.336888108851,52.876025146762,13.3799248004999
15,121.127494812012,-525.031643430817,5969.40835068239,-168.283803587356,52.8830359306739,13.3824026917171
113,136.640441894531,-521.327643430817,5969.40835068239,-168.230697057522,52.8900236159547,13.3848722525673
211,617.393859863281,-518.783982511496,5969.44240901661,-168.186084698981,52.9010269115924,7.46258220139387
211,644.8984375,-515.215437284439,5970.768037326,-168.1143101621,52.9093697970747,4.93747233466185
113,169.82405090332,-510.215643430817,5969.47122183973,-168.071258051973,52.9108524912166,13.3871500289201
211,493.107238769531,-507.828442904062,5969.35989316155,-168.022626138349,52.9238453367525,7.2342446349526
211,326.468658447266,-502.807643430817,5970.23571083868,-167.964092177451,52.9281788162653,10.3670398156503
211,464.844970703125,-499.103643430817,5970.18887241315,-167.913391527124,52.9367037838019,8.94591078226483
211,253.466766357422,-495.399643430817,5969.83474581272,-167.857370410181,52.9395285870361,12.3905221391653
211,253.829254150391,-491.695643430817,5969.78881858673,-167.805907808066,52.945930597579,12.6087850230244
211,595.669189453125,-488.378065176593,5969.79181239155,-167.758011208371,52.9582012866262,7.25708657049745
211,387.753082275391,-484.169719515187,5969.79295692424,-167.697677107892,52.963687541957,9.12384731156471
211,255.558334350586,-480.583643430817,5969.84466110577,-167.64386526334,52.9670603692099,11.9792622739468
113,187.696960449219,-476.879643430817,5969.40835068239,-167.591724249434,52.9720660692891,13.4138549020872
113,202.394729614258,-473.175643430817,5969.40835068239,-167.538337181841,52.9787514597847,13.416215592742
211,263.734252929688,-469.471643430817,5969.5463715285,-167.485098164581,52.9855556164805,13.2836770069486
211,436.338745117188,-465.767643430817,5969.75102395991,-167.432383083135,52.9927752998244,12.7330751612625
211,423.446899414062,-462.063643430817,5969.64967491589,-167.377854452372,52.9988456190447,13.2886554271477
211,280.388885498047,-458.359643430817,5969.40835068239,-167.324578092448,53.0052587447153,13.4255741128473
211,272.336822509766,-454.655643430817,5969.40835068239,-167.271085931747,53.0118268895075,13.4278926518221
211,345.206420898438,-450.951643430817,5970.11032480481,-167.220417281761,53.019766728011,11.7442658187641
211,511.004852294922,-447.437297817594,5970.12712613422,-167.170405216712,53.0322089107944,6.5500434623107
211,631.146423339844,-444.52640986809,5970.83719347433,-167.125055644428,53.043821607325,1.44829128876172
211,667.179443359375,-439.159408253611,5971.04097474439,-167.056365090188,53.0534126765294,0.869891882754579
211,586.2451171875,-435.191698719935,5970.63641600448,-167.000386406743,53.0576096890898,2.52963366573244
211,539.091003417969,-432.431643430817,5970.669948683,-166.951213326344,53.0606878775225,5.26436315940881
211,564.764465332031,-429.310004161137,5970.18147651241,-166.905751092382,53.064931019584,4.8798267189694
211,229.539093017578,-643.199560520631,5973.11235068239,-169.978732533752,52.6791335152071,10.7135141059996
211,266.230651855469,-639.855643430817,5973.11235068239,-169.93157832924,52.6869290066182,13.3017500906649
211,249.064361572266,-636.151643430817,5973.11235068239,-169.879146661723,52.6946309046877,13.3044748033791
113,161.363021850586,-632.447643430817,5973.11235068239,-169.826691198786,52.7023103774579,13.3071913866835
15,87.7061538696289,-628.743643430817,5973.11235068239,-169.774211995457,52.7099674009161,13.3098998335972
15,109.821212768555,-625.039643430817,5973.11235068239,-169.721709106954,52.7176019511002,13.3126001371069
15,87.2325592041016,-621.335643430817,5973.11235068239,-169.66918258868,52.7252140040988,13.315292290369
113,131.647796630859,-617.631643430817,5973.11235068239,-169.61663249623,52.7328035360515,13.3179762864075
113,200.439712524414,-613.927643430817,5973.11235068239,-169.564058885385,52.740370523149,13.3206521183691
113,189.443222045898,-610.223643430817,5973.11235068239,-169.511461812114,52.7479149416338,13.3233197793198
113,208.928176879883,-606.519643430817,5973.11235068239,-169.458841332576,52.7554367677995,13.3259792624292
113,179.19938659668,-602.815643430817,5973.11235068239,-169.406197503115,52.7629359779921,13.328630560874
15,69.3399963378906,-599.92808324672,5973.02749766754,-169.356533583288,52.7645953920048,7.74250341343951
14,38.5460433959961,-596.001011659951,5971.98004360624,-169.300925632344,52.7654150615363,3.19426694465268
